expression,reading,meaning,tags,parts_of_speech,group
おだてる,おだてる,to flatter,N1,verb,Colors & Descriptions
音色,ねいろ,"tone color, timbre",N1,noun,Colors & Descriptions
インフレ,インフレ,(abbr.) inflation,N1,noun,Colors & Descriptions
衰える,おとろえる,"to become weak, to decline",N1,verb,Colors & Descriptions
訴え,うったえ,"lawsuit, complaint",N1,noun,Colors & Descriptions
空ろ,うつろ,"blank, hollow, empty",N1,noun,Colors & Descriptions
固める,かためる,"to harden, to freeze, to fortify",N1,verb,Colors & Descriptions
黄金,おうごん,gold,N1,noun,Colors & Descriptions
大幅,おおはば,"full width, large scale, drastic",N1,noun,Colors & Descriptions
くぐる,くぐる,to pass through; to go around,N1,verb,Colors & Descriptions
おおまかな,おおまかな,"rough, approximate",N1,noun,Colors & Descriptions
御世辞,おせじ,"flattery, compliment",N1,noun,Colors & Descriptions
赤らむ,あからむ,"to become red, to blush",N1,verb,Colors & Descriptions
微か,かすか,"faint, dim, weak",N1,noun,Colors & Descriptions
簡素,かんそ,"simplicity, plain",N1,noun,Colors & Descriptions
あせる (こえが～),あせる (こえが～),"to fade, to discolor",N1,verb,Colors & Descriptions
窮屈,きゅうくつ,"narrow, tight, formal",N1,noun,Colors & Descriptions
強,きょう,strong,N1,noun,Colors & Descriptions
改まる,あらたまる,to be renewed; to be formal,N1,verb,Colors & Descriptions
きらびやか,きらびやか,"gorgeous, gaudy, dazzling",N1,noun,Colors & Descriptions
禁物,きんもつ,"taboo, forbidden thing",N1,noun,Colors & Descriptions
生かす,いかす,to keep something alive; to make use of,N1,verb,Colors & Descriptions
愚痴,ぐち,"idle complaint, grumble",N1,noun,Colors & Descriptions
グレー,グレー,"grey, gray",N1,noun,Colors & Descriptions
準じる,じゅんじる,"to follow, to conform, to apply to",N1,verb,Colors & Descriptions
黒字,くろじ,balance (figure) in the black,N1,noun,Colors & Descriptions
軽快,けいかい,"lively, casual, light",N1,noun,Colors & Descriptions
据え付ける,すえつける,"to install, to equip, to mount",N1,verb,Colors & Descriptions
軽減,けいげん,"reduction, lessening",N1,noun,Colors & Descriptions
赤字,あかじ,"deficit, go in the red",N1,noun,Colors & Descriptions
備え付ける,そなえつける,"to provide, to equip, to install",N1,verb,Colors & Descriptions
いかにも,いかにも,truly (same as 実に (じつに)),N1,noun,Colors & Descriptions
上位,じょうい,"superior, higher order",N1,noun,Colors & Descriptions
染める,そめる,"to dye, to color",N1,verb,Colors & Descriptions
所属,しょぞく,"attached to, belong to",N1,noun,Colors & Descriptions
庶民,しょみん,"masses, common people",N1,noun,Colors & Descriptions
奉る,たてまつる,"to offer, to do respectfully",N1,verb,Colors & Descriptions
新婚,しんこん,newly-wed,N1,noun,Colors & Descriptions
神聖,しんせい,"holiness, sacredness, dignity",N1,noun,Colors & Descriptions
貫く,つらぬく,to go through,N1,verb,Colors & Descriptions
迅速,じんそく,"quick, fast, prompt",N1,noun,Colors & Descriptions
神殿,しんでん,"temple, sacred place",N1,noun,Colors & Descriptions
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",N1,verb,Colors & Descriptions
信任,しんにん,"trust, confidence, credence",N1,noun,Colors & Descriptions
正解,せいかい,"correct, right answer, solution",N1,noun,Colors & Descriptions
ぼやく,ぼやく,"to grumble, to complain",N1,verb,Colors & Descriptions
青春,せいしゅん,"youth, springtime of life, adolescent",N1,noun,Colors & Descriptions
世辞,せじ,"flattery, compliment",N1,noun,Colors & Descriptions
ぼやける,ぼやける,"to become dim, to become blurred",N1,verb,Colors & Descriptions
是正,ぜせい,"correction, revision",N1,noun,Colors & Descriptions
待望,たいぼう,"long-expected, waiting",N1,noun,Colors & Descriptions
まごつく,まごつく,"to be confused, to be flustered",N1,verb,Colors & Descriptions
打開,だかい,"solution, breakthrough",N1,noun,Colors & Descriptions
短縮,たんしゅく,"shortening, abbreviation, reduction",N1,noun,Colors & Descriptions
見逃す,みのがす,"to miss, to overlook, to leave at large",N1,verb,Colors & Descriptions
蛋白質,たんぱくしつ,protein,N1,noun,Colors & Descriptions
着色,ちゃくしょく,"coloring, coloring",N1,noun,Colors & Descriptions
やりとおす,やりとおす,"to carry through, to achieve, to complete",N1,verb,Colors & Descriptions
通常,つうじょう,"common, normal, usual",N1,noun,Colors & Descriptions
痛切,つうせつ,"keen, deep",N1,noun,Colors & Descriptions
緩める,ゆるめる,"to loosen, to slow down",N1,verb,Colors & Descriptions
訂正,ていせい,"correction, revision",N1,noun,Colors & Descriptions
デッサン,デッサン,rough sketch (FRE: dessin),N1,noun,Colors & Descriptions
弱る,よわる,"to weaken, to be troubled, to be emaciated",N1,verb,Colors & Descriptions
朗読,ろうどく,"reading aloud, recitation",N1,noun,Colors & Descriptions
悪者,わるもの,"bad fellow, rascal",N1,noun,Colors & Descriptions
引下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw",N1,verb,Colors & Descriptions
白状,はくじょう,confession,N1,noun,Colors & Descriptions
爆破,ばくは,"blast, explosion, blow up",N1,noun,Colors & Descriptions
シック,シック,chic,N1,noun,Colors & Descriptions
充実,じゅうじつ,"fullness, perfection",N1,noun,Colors & Descriptions
貧乏,びんぼう,"poverty, destitute, poor",N1,noun,Colors & Descriptions
ぶかぶか,ぶかぶか,"too big, baggy",N1,noun,Colors & Descriptions
侮辱,ぶじょく,"insult, contempt, slight",N1,noun,Colors & Descriptions
不振,ふしん,"dullness, slump, stagnation",N1,noun,Colors & Descriptions
赴任,ふにん,(proceeding to) new appointment,N1,noun,Colors & Descriptions
紛失,ふんしつ,losing something,N1,noun,Colors & Descriptions
奮闘,ふんとう,"hard struggle, strenuous effort",N1,noun,Colors & Descriptions
兵士,へいし,soldier,N1,noun,Colors & Descriptions
偏見,へんけん,"prejudice, narrow view",N1,noun,Colors & Descriptions
真下,ました,"right under, directly below",N1,noun,Colors & Descriptions
奴,やつ,"(vulg.) fellow, guy, chap",N1,noun,Colors & Descriptions
ヤング,ヤング,young,N1,noun,Colors & Descriptions
優位,ゆうい,"predominance, ascendancy, superiority",N1,noun,Colors & Descriptions
優越,ゆうえつ,"supremacy, predominance, being superior to",N1,noun,Colors & Descriptions
優勢,ゆうせい,"superiority, superior power, predominance",N1,noun,Colors & Descriptions
有望,ゆうぼう,"good prospects, full of hope, promising",N1,noun,Colors & Descriptions
原っぱ,はらっぱ,"open field, empty lot, plain",N1,noun,Colors & Descriptions
びっしょり,びっしょり,"wet through, drenched",N1,noun,Colors & Descriptions
雛,ひな,"young bird, chick, doll",N1,noun,Colors & Descriptions
乏しい,とぼしい,"meager, scarce, hard up, poor",N1,i-adjective,Colors & Descriptions
呆気ない,あっけない,"not enough, too quick (short, long, etc.)",N1,i-adjective,Colors & Descriptions
素早い,すばやい,"fast, quick",N1,i-adjective,Colors & Descriptions
素っ気無い,そっけない,"cold, short, curt, blunt",N1,i-adjective,Colors & Descriptions
たくましい,たくましい,"burly, strong, sturdy",N1,i-adjective,Colors & Descriptions
たやすい,たやすい,"easy, simple, light",N1,i-adjective,Colors & Descriptions
